用户,是否看过,评分,评论时间,有用数,评论
🐂已注销🐏,看过,力荐,2020-03-02 14:19:57,0,越来越发觉这部片，讲的是金木水火土的故事，而水为五脏之母
_______曉⑩,看过,力荐,2020-03-07 05:27:58,0,不知道为什么会在第一，看到顺手标记。
  Jason.陈,看过,力荐,2020-02-11 12:49:42,2,一口气看完，很燃，有几集有泪点
一只有毒的少女,看过,还行,2020-03-08 11:58:45,0,挺好看的，但我不是一口气看完的，断断续续，每天都要积攒勇气看。因为还是充斥着悲哀的，不是单纯的热血，
郑老佛爷,看过,力荐,2020-03-07 17:25:33,0,好看，动漫比漫画好看，热血动漫赛高
Xiiiing,看过,力荐,2020-03-06 21:16:19,0,兄妹的羁绊这个名字它不香吗，手动狗头嗯嗯嗯
幼豸,看过,较差,2020-03-08 00:18:10,0,鬼灭之刃前几集确实难看嗷
遊太,看过,还行,2020-03-02 15:58:02,0,恰饭恰饭
豆瓣酱,看过,力荐,2020-03-02 12:37:00,0,原来是1-5集，不过还是五星！
草木芳菲,看过,推荐,2020-03-06 12:01:37,1,推荐
雪诺,看过,力荐,2020-02-13 21:09:12,0,剧场版前5话吧
神圣计划,看过,力荐,2020-03-08 10:31:06,0,✊🏻✊🏻✊🏻✊🏻
无名无姓，,看过,力荐,2020-03-02 18:56:28,0,近几年我认为最好看的热血动漫，太爱了。人物形象画的也可！！！！
长白山下一小道,看过,力荐,2020-03-03 22:55:37,0,zan！🉑️
ah.kou!,看过,力荐,2020-03-07 20:28:51,0,超赞
圆子,看过,力荐,2020-03-06 13:12:54,0,没有短板！！！
要不再看看,看过,力荐,2020-03-02 12:35:50,0,强推！没看的都去看啊！真的好好看
初心,看过,力荐,2020-03-03 10:05:40,0,好看
KikiChu,看过,力荐,2020-03-08 01:22:58,0,竟然没给这部打过分！
宇宝宝锵锵锵锵,看过,力荐,2020-03-07 09:50:37,0,真的好看
Aquarius、C,看过,力荐,2020-03-06 20:35:52,0,猪油骨，拿来卤，你又忘洗蛋。不过我，煮了袋，速食面！
海市,看过,力荐,2020-03-07 15:40:42,0,很多年不追番了，因为新冠又追了，挺怀旧
刘好浪,看过,力荐,2020-03-06 18:07:46,0,"等了这么久原来是TV版的前五集
这么良心好看的份上
给个满分吧
💯"
耽美球君,看过,推荐,2020-03-03 21:08:47,0,唔…中规中矩还不错
IS·y·ssica,看过,力荐,2020-03-02 19:42:13,0,又燃又治愈，男主不是圣母，是真正的温柔慈悲之人，爱了
yellow十一,看过,力荐,2020-03-03 17:30:35,0,鬼杀队最高！！
Amelia,看过,力荐,2020-03-04 03:50:39,0,前五集？那我看过
刀马旦,看过,2020-03-02 15:00:31, ,0,tv版前五集的集合?上映时间2019.3.29?什么操作😂快点老老实实地出无线列车
怪兽老子,看过,推荐,2020-03-06 09:42:45,0,剧情超赞
追念历史,看过,力荐,2020-03-07 18:58:46,0,五星，不解释
Gnomeshgh,看过,力荐,2020-03-03 02:17:41,0,巨！好！看！
哒哒,看过,力荐,2020-03-02 14:42:57,0,音乐一起 混身发麻啊
青空,看过,推荐,2020-03-07 19:40:01,0,"超級想看啊啊啊啊
感觉有被欺骗到 竟然是TV1~5话……
太奇怪了 这样也能上热门……"
硝苯地平,看过,推荐,2020-03-06 16:39:57,0,据说这个是TV版前五集，那我做个标记。
周而不比,看过,力荐,2020-03-07 17:27:43,1,我永远喜欢灶门兄妹！！！我永远喜欢水呼组！！！我永远喜欢炼狱家的猫头鹰们！！！
豆点儿大,看过,力荐,2020-03-06 14:44:00,0,推荐！
wickerpark,看过,力荐,2020-03-05 00:50:30,0,2019的最爱
想上天🇨🇳,看过,力荐,2020-03-02 08:00:57,0,喜欢的第一部日漫
