用户,是否看过,评分,评论时间,有用数,评论
Genya,看过,力荐,2019-12-09 09:38:07,3,对于五星电影是想不出什么影评来的，与其疯狂赞美，不如直接哇哇大哭，事实上从正式片头那段我就开始哭了。各位演员的配音功力都太强悍了。不只是之前扳机社作品的视效爆炸音效爆炸，这次还有情绪爆炸……我看得要脑溢血了。
亲爱的猥琐猪,看过,推荐,2020-02-12 00:26:41,0,燃！飒爽！舒服了！动作戏从头炫技到尾。《SSSSGridman》版《炎炎消防队》最终演绎《天元突破》。剧情当然如同男主个性般一根筋（是真男人就要吻真男人！女主和姐姐百合就好——），反正就是热血沸腾爆炸就完事了，不过细思里面很多小设定真挺有味道，运用燃烧者点燃方舟越过虫洞去半人马Ω避难、利用燃烧转为冰冻的冷却弹、灭火队武装队的各种机械装备、绝对零度炮、化山为土射线、超级打桩机，以及冰与火固液气般随心所欲变换的设计，目不暇接。ED好听。
大海里的针,看过,推荐,2020-02-23 21:11:17,1,画风很潮，不错。
梵目,看过,力荐,2019-12-17 22:03:41,0,.tmdm.画风也太酷太有趣了，和以往常见的2、3维结合的完全不同的平面立体风，色彩也很棒。
发ihsioaoibe,看过,2020-02-09 20:50:44, ,1,确实容易看睡着。把一个女角色外壳说成是男角色，同时迎合腐女和宅男。
anticensorship,看过,推荐,2020-02-14 08:47:14,1,大爽片
島國拾影,看过,还行,2020-02-07 01:29:22,0,今石老師正常發揮，視覺設計眼花撩亂，但也紛雜，雖然喜歡金田伊功的原畫迷們會看得很爽。
夜潇狂,看过,推荐,2020-02-11 18:21:59,0,剧本中规中矩，又是老套的异人类题材，但是配色猎奇，想象力超群，战斗流畅，真中二之魂熊熊燃烧啊。
玥玲,看过,力荐,2020-02-23 00:45:09,0,吹爆作画！！！哈哈哈！太一配音有待加强。
辻彩,看过,力荐,2019-12-09 09:42:32,1,喜欢lowpoly的城市，山，云
风间隼,看过,力荐,2020-03-02 20:42:34,0,宇宙战警版灭火英雄。几何条块和粉红画风拼出来的热血视觉盛宴，各种夸张和变形让人想起小池健的《红线》，中二男主加上各种大招，喊出来不算还要出个顶天立地的日英双语字幕。博士叫Deus，死后数码寄居体造出来的人性机械叫做Deus X Machina，冷。黄金声优阵容，大反派的配音是雅人哥，过耳难忘。音乐太棒了我要去找原声！
