用户,是否看过,评分,评论时间,有用数,评论
OCT IO≯,看过,还行,2019-05-25 22:00:13,6,这就是迪士尼啊，将坚持贯彻了近一个世纪的最单纯朴素的“真善美”信条继续延袭，而且不断求新求变，能把这个耳熟能详的老套故事改成现在这样已经相当不容易了，哪有什么正确不正确……当年为了选角而推迟拍摄，如今看来一切都是值得的，这俩新人基本功忒过硬了，歌舞段落完全hold住，威尔·史密斯更是出彩……除了几场跑酷追逐戏盖导已经极尽克制了，（从他碍于地域限制最后无奈放弃让小贝客串就能看出来🐶……
时间之葬,看过,还行,2019-05-29 23:23:34,8,盖·里奇似乎是想借神灯托物言志，心心念念的是自由。老实说，在这样一个被捆住手脚的陈旧故事里，他已经尽可能地加了一些新东西进来，尴尬虽然难免，但至少不那么愚蠢
掉线,看过,推荐,2019-05-26 01:10:30,12,【C+】比想象中观感好一些，从头到尾下来还蛮轻松愉悦的，美术和节奏把控的不错，在罗曼蒂克情结上做的也算成功，而且盖里奇的调度水准还是比一般的导演要好太多了。女权化改编是双刃剑，茉莉公主很讨喜，但在一个本来是男性个人英雄的故事里强行加戏，多少对整体的流畅度有影响，并直接导致了男主对“成为王子”这一态度转变上因空间不够导致的人物塑造崩盘。此外剧本过于依赖“机械降神”，好几次进展到让人觉得“这他妈还怎么演下去”的地步，结果一个魔法唰一下就扯回来了，戏剧化的太随意。
UrthónaD'Mors,看过,还行,2019-05-25 13:01:01,5,支持一下盖里奇，好叫他快去交福尔摩斯3和U.N.C.L.E 2这两部续集的作业。挺萌化的灯神，挺梦幻的大排场，确认过眼神灯神是个排场人，获得自由身正好可以去和隔壁马戏之王的狼叔一起开场greatest show~以及，威尔史密斯都不老的嘛？
电影Mark,看过,推荐,2019-05-24 23:45:07,21,原以为史皇版的阿拉丁会略显违合，可结果却是异常惊喜！嘴炮又逗 逼，有时孩子气有时又很窝心，贡献了各种活灵活现的表情包，塑造比动画更丰满些。百变造型和特效加持，史皇每次出场都能成为焦点，逗人大笑！真的是演啥像啥，史皇必须C位！同时，改编上有很大的不同，加上了很多人性贪念和女性独立的思考，内核更成人化。就连猴子阿布的戏份也增加不少，小表情很到位，成为一大亮点。最重要的是：茉莉公主终于有自己的专属主题曲！非常好听且有力量！
色烈芬_,看过,推荐,2019-05-26 22:40:42,16,惊艳！在迪士尼世界里 有想象力真可以为所欲为！精灵展现魔力以及阿里王子进城这两段把迪士尼的最最顶炉火纯青的动画技术和最最酣畅淋漓的歌舞水平呈现给世人 精彩得我从座位上跳起来鼓掌了！还有盖里奇 把自己擅长的追逐戏拍得如此刺激 也是大饱眼福。迪士尼怎么就能找到像茉莉公主这样又漂亮又会演戏又会唱歌的人呢！我赌5毛今年的奥斯卡最佳金曲《Speechless》！那个魔毯在沙漠堆了个迪士尼城堡出来太可爱了！还有威尔史密斯真的好壮啊！唯一失望的在于打败反派的方式过于简单了 但瑕不掩瑜 值4星！
蜉蝣,看过,推荐,2019-05-14 23:02:51,11,盖·里奇竟然能在一向不会给太多导演发挥的迪士尼动画中加入自己风格，充满活力和幽默感。威尔·史密斯很眼前一亮。虽然去掉了动画版让家长们惊呼的“公主’色诱’贾法”这一小段，但剧本低龄、价值观奇怪的问题还是原封不动的保留了。
冰镇西瓜橘子水,看过,推荐,2019-05-24 21:35:17,19,太鸡儿好看了！！ 完全超出预期 男主从丑拒到真香 茉莉公主应该是公主片里最美的公主了 歌也好听 史皇真的宝刀未老 喜剧天赋满分 钙导还能回春三十年！
戏如人生,看过,较差,2019-05-24 03:03:06,12,拿到神灯先别许愿，先跟他做朋友，这样可以多获得几个不计名的愿望。
CharlesChou,看过,还行,2019-05-25 00:03:31,4,这个Jafar很可
太常寺协律郎,看过,推荐,2019-06-07 19:07:27,7,电影还行，但是开场前太刺激了。我不小心把票顺手扔垃圾桶里了，检票的时候摸了个空。朋友回去翻垃圾桶，果然还在，只不过上面有一坨tan.......然后他就举着那票给检票员看，检票员内心：土拨鼠尖叫。挥手赶我俩进去了。
托尼·王大拿,看过,还行,2019-05-25 21:06:46,8,迪士尼和盖·里奇找到了彼此妥协的平衡点，另外就是感叹原版动画还是太厚实了。
