用户,是否看过,评分,评论时间,有用数,评论
给艾德林的诗,看过,很差,2020-01-06 20:47:30,1,人物想要N多面，收到最基本地仅锚定了个单纯的瘾而已，且糙而不精实属无用但看起来还有点出处的干瘪反讽过多，最后一枪的惊奇勉强还能不算廉价，毕竟主角都以生命承其惊奇之重，来用故事的无意义衬托生活的无意义，但这份应有的虚无中强塞进的都是烦躁的EDM，和存在感过强的作者性，实在太逗了。
锐利修蕊,看过,推荐,2020-01-04 23:34:53,1,基本上算是“你不同意主角做的每一步，但你还是很想帮着他赢”的那种电影。观影焦虑感相当于同时看《悲惨世界》和《叛徒》八倍速播放，重复一遍又一遍，人物还照常表演说台词，结果最后“哧溜”一下游戏结束。谁能想到这个有Elsa参演，Rihanna热单《Diamonds》（迷惑大雾）的影片，最关键的信息是加拿大流行创作天后盆栽？笑死了。
Giacomolyu,看过,推荐,2020-02-04 23:25:11,1,"4.5 Uncut gems, uncut fucking desire,uncut American dream,uncut fucking tragedy."
五色全味,看过,还行,2020-02-03 15:28:41,3,為了結尾那一下又罵又吵了倆小時，還有一堆廢戲，加上復古電子樂聒噪得頭疼
小A,看过,还行,2019-12-31 08:57:00,7,靠情绪推动的电影，故事小问题非常多，不明白为什么宁可加入这么漂亮的特效，加入这么多冗余情节导致逻辑出问题，也还要硬抻到2个多小时。虽然萨弗迪兄弟的丑陋纽约系列不是我的菜，但是他们拍片气氛状态我喜欢，专业非专业演员来了都能投入，现场应该也加了不少即兴内容。
赱馬觀♣,看过,还行,2020-02-16 11:09:51,1,布拉特彼特在演员谈演员的综艺节目提及选角亚当桑德勒的好处：即使主人公这样那样的错误抉择观众仍然会因为知名喜剧演员先入为主的亲善特质而对他释放出更多的同情与关爱……另外比起老马丁的制片身份和受到奥特曼加州分裂影响，这电影的风格脉络倒更接近另外一部80年代非主流作品，而该片编剧兼主演刚好就现身本片——埃里克·博高森！没错，说的就是那部奥利弗斯通作品《抓狂电台》。
无人应答,看过,推荐,2019-12-23 16:19:44,1,得亏是在家看的，这要是在影院得被Howard烦死。男主聒噪，贪婪，谎话连篇，从不听人把话说完，是个毫无闪光点的混蛋。也因此必须为最后的高潮鼓掌！
Sabrina,看过,推荐,2020-02-13 11:55:27,0,富贵险中求，可到头来还是竹篮打水一场空。
glim,看过,还行,2020-02-14 09:27:49,0,人生的大喜大悲。太刺激
贱草,看过,较差,2019-12-30 07:05:44,2,太吵了，开头五分钟迟迟不散去的背景音乐就奠定了整个影片的烦人基调，中途一度无聊到想退场。如果没有最后两分钟既让人觉得震惊又有点大快人心的结局，观众应该会更烦吧。
胡象,看过,力荐,2019-12-24 22:58:34,1,"嗨，爽，刺激，紧张
这部电影就像过山车，一开始几分钟缓缓爬坡，然后就直接飞速俯冲了两个小时，最后再来一分钟给你缓缓，收收你裤裆里刺激得要憋不住的尿。
剧本精妙得像个编织复杂的网，又能像橡胶车轮一样顺滑迅速地滚动起来，全程吊着观众跑，就像那块原钻，make everyone crazy，just crazy,但是那很糟，人一疯狂，就会失控，角色的选择和转变大部分都是疯狂失控地举措，电影营造的环境和节奏很容易让其受人理解，回味起来又后知后觉冷汗一背"
Lonely,看过,推荐,2020-02-09 07:00:28,0,7.0/10 分。初看，蓝光。太吵了。。。从头到尾，粗糙的画质，晃动的镜头，快速的对话，无时无刻不在的吵架。。。看得头都晕了。。。最后的结局，简直是无语问苍天。。。蛋白石不是钻石吧，不知道为啥翻译成原钻。。。
